Date,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Wind,Gust Wind,Sea Level Pressure,year,month,prev_year_temp,temp_annual_change,temp_annual_change_cat,passengers,annual_change,annual_change_cat,estacio,temp_annual_change_cat_encoded,annual_change_cat_encoded,estacio_encoded
2017-4,64.23,57.84,51.1,48.3,8.91,0.38,30.06,2017.0,4.0,57.78,0.10384215991693022,Creix,4114126.0,13.6,Creix,Primavera,0.0,0.0,2.0
2017-5,71.84,65.99,59.68,55.41,8.66,0.18,30.0,2017.0,5.0,62.53,5.533343994882446,Creix,4325970.0,6.8,Creix,Primavera,0.0,0.0,2.0
2017-6,81.17,75.23,69.17,63.97,8.81,0.2,29.97,2017.0,6.0,70.9,6.107193229901267,Creix,4585277.0,9.2,Creix,Estiu,0.0,0.0,0.0
2017-7,82.29,77.4,71.68,67.18,8.68,0.32,29.98,2017.0,7.0,76.35,1.375245579567795,Creix,4650953.5,8.0,Creix,Estiu,0.0,0.0,0.0
2017-8,83.32,78.08,72.68,67.87,8.12,0.46,30.0,2017.0,8.0,76.83,1.6269686320447743,Creix,4650953.5,5.2,Creix,Estiu,0.0,0.0,0.0
2017-9,76.33,70.05,63.57,60.2,8.95,0.87,30.02,2017.0,9.0,73.21,-4.3163502253790424,Decreix,4637662.0,6.4,Creix,Tardor,1.0,0.0,3.0
2017-10,72.38,66.31,60.47,58.39,7.62,0.82,30.15,2017.0,10.0,64.72,2.4567367119901165,Creix,4174301.0,3.9,Creix,Tardor,0.0,0.0,3.0
2017-11,62.26,53.52,46.48,40.0,9.54,1.4,30.04,2017.0,11.0,56.2,-4.768683274021352,Decreix,3195515.0,5.0,Creix,Tardor,1.0,0.0,3.0
2017-12,56.94,48.63,40.34,35.64,10.01,1.75,30.12,2017.0,12.0,50.65,-3.9881539980256586,Decreix,3193645.0,6.4,Creix,Hivern,1.0,0.0,1.0
2018-1,59.84,52.67,46.06,42.1,10.27,1.16,30.09,2018.0,1.0,46.83,12.470638479607098,Creix,3058271.0,9.1,Creix,Hivern,0.0,0.0,1.0
